00007,20111107,0004,1
00007,20111118,0004,1
00007,20111202,0004,1
00007,20111205,0004,1
00013,20111117,0002,1
00013,20111202,0002,1
00020,20111101,0004,1
00020,20111115,0004,1
00020,20111201,0004,1
00020,20111208,0004,1
00020,20120105,0004,1
00023,20111110,0001,1
00023,20111111,0001,1
00023,20111112,0001,1
00023,20111114,0001,1
00023,20111122,0001,1
00023,20111219,0001,1
00023,20111220,0001,1
00023,20111224,0001,1
00023,20111229,0001,1
00024,20111201,0002,1
00024,20120105,0002,1
00030,20111114,0003,1
00030,20111201,0003,1
00030,20111208,0003,1
00030,20111213,0003,1
00037,20111102,0001,1
00037,20111208,0001,1
00047,20111107,0004,1
00047,20111115,0004,1
00047,20111130,0004,1
00047,20111222,0004,1
00051,20111107,0001,1
00051,20111129,0001,1
00051,20111212,0001,1
00051,20111213,0001,1
00051,20111214,0001,1
00051,20111215,0001,1
00051,20111222,0001,1
00051,20111224,0001,1
00051,20111226,0001,1
00051,20120105,0001,1
00051,20120107,0001,1
00054,20111104,0001,1
00054,20111205,0001,1
00054,20111210,0001,1
00056,20111128,0004,1
00056,20111227,0004,1
00073,20111102,0002,1
00073,20111107,0002,1
00073,20111125,0002,1
00073,20111202,0002,1
00081,20111112,0003,1
00081,20111228,0003,1
00086,20111205,0002,1
00086,20111208,0002,1
00086,20111210,0002,1
00091,20111118,0001,1
00091,20111209,0001,1
00091,20111219,0001,1
00094,20111101,0001,1
00094,20111117,0001,1
00094,20111201,0001,1
00094,20111215,0001,1
00094,20111228,0001,1
00095,20111110,0003,1
00095,20111125,0003,1
00095,20111129,0003,1
00095,20111203,0003,1
00095,20111209,0003,1
00095,20111214,0003,1
00095,20111222,0003,1
00095,20111226,0003,1
00100,20111104,0001,1
00100,20111115,0001,1
00100,20111205,0001,1
00100,20111219,0001,1
00115,20111105,0003,1
00115,20111112,0003,1
00115,20111119,0003,1
00115,20111126,0003,1
00115,20111203,0003,1
00115,20111210,0003,1
00115,20111217,0003,1
00115,20111224,0003,1
00115,20111229,0003,1
00115,20120107,0003,1
00116,20111111,0002,1
00116,20111125,0002,1
00116,20111209,0002,1
00116,20111222,0002,1
00116,20111227,0002,1
00124,20111101,0002,1
00124,20111130,0002,1
00124,20111216,0002,1
00124,20111222,0002,1
00124,20111227,0002,1
00127,20111108,0002,1
00127,20111212,0002,1
00128,20111116,0002,1
00128,20111201,0002,1
00128,20111227,0002,1
00128,20120106,0002,1
00135,20111104,0010,1
00135,20111105,0010,1
00135,20111107,0010,1
00135,20111112,0010,1
00135,20111114,0010,1
00135,20111130,0010,1
00135,20111202,0010,1
00135,20111207,0010,1
00135,20111212,0010,1
00135,20111217,0010,1
00135,20111220,0010,1
00135,20111224,0010,1
00135,20111227,0010,1
00135,20120106,0010,1
00152,20111114,0002,1
00152,20111215,0002,1
00152,20111224,0002,1
00153,20111122,0004,1
00153,20111221,0004,1
00165,20111121,0001,1
00165,20111220,0001,1
00173,20111121,0001,1
00173,20111220,0001,1
00179,20111101,0003,1
00179,20111202,0003,1
00179,20120106,0003,1
00181,20111122,0002,1
00181,20111206,0002,1
00182,20111114,0001,1
00182,20111118,0001,1
00182,20111216,0001,1
00184,20111111,0004,1
00184,20111124,0004,1
00184,20111210,0004,1
00184,20111224,0004,1
00187,20111220,0001,1
00189,20111122,0001,1
00189,20111206,0001,1
00191,20111108,0002,1
00191,20111207,0002,1
00203,20111121,0002,1
00203,20111226,0002,1
00215,20111121,0001,1
00215,20111221,0001,1
00218,20111125,0001,1
00218,20111224,0001,1
00220,20111226,0003,1
00223,20111112,0003,1
00223,20111126,0003,1
00223,20111220,0003,1
00223,20111226,0003,1
00227,20111201,0001,1
00227,20120105,0001,1
00238,20111125,0002,1
00238,20111229,0002,1
00242,20111104,0001,1
00242,20111124,0001,1
00242,20111202,0001,1
00242,20111206,0001,1
00242,20120106,0001,1
00248,20111105,0002,1
00248,20111222,0002,1
00251,20111210,0002,1
00267,20111107,0003,1
00267,20111118,0003,1
00267,20111125,0003,1
00267,20111129,0003,1
00267,20111215,0003,1
